app,content,score,sentiment,review_clean,review_segmented,language
Tiki,"Thau đổi thời gian giao hàng liên tục, hôm mình đặt là ngày 8/10 (thứ 6) thấy bảo thứ 3 tuần tới giao mà giờ lại sửa thành 26.10 :))). Chả hiểu sao luôn! Có đổi thời gian giao hàng thì cũng báo người ta 1 tiếng. Làm hí hửng chờ đợi từ lúc còn 1 hộp bông tẩy trang đến giờ thì hết không có mà sài. Mọi khi tiki giao hàng rất nhanh luôn. Hy vọng cải thiện chất lượng chăm sóc khách hàng chút.",1,positive,thau đổi thời gian giao hàng liên tục hôm mình đặt là ngày 8 10 thứ 6 thấy bảo thứ 3 tuần tới giao mà giờ lại sửa thành 26 10 chả hiểu sao luôn có đổi thời gian giao hàng thì cũng báo người ta 1 tiếng làm hí hửng chờ đợi từ lúc còn 1 hộp bông tẩy trang đến giờ thì hết không có mà sài mọi khi tiki giao hàng rất nhanh luôn hy vọng cải thiện chất lượng chăm sóc khách hàng chút,thau đổi thời_gian giao hàng liên_tục hôm mình đặt là ngày 8 10 thứ 6 thấy bảo thứ 3 tuần tới giao mà giờ lại sửa thành 26 10 chả hiểu sao luôn có đổi thời_gian giao hàng thì cũng báo người ta 1 tiếng làm hí_hửng chờ_đợi từ lúc còn 1 hộp bông tẩy_trang đến giờ thì hết không có mà sài mọi_khi tiki giao hàng rất nhanh luôn hy_vọng cải_thiện chất_lượng chăm_sóc khách_hàng chút,vi
Tiki,Mong muốn của minh là tiki lên cai đặt một buoc nữa khi mua hang là phải nhập mật khẩu. Vì do ảnh hưởng của dịch lên mình để điện thoai nhà cho con học zom khi con mình hoc xong thì mình sợ conminh vào tiki sẽ bấm linh tinh.lên minh mong muốn cothem bước nua la khi mua hang phải nhập mật khẩu để tránh trẻ em vao bấm linh tinh,4,positive,mong muốn của minh là tiki lên cai đặt một buoc nữa khi mua hang là phải nhập mật khẩu vì do ảnh hưởng của dịch lên mình để điện thoai nhà cho con học zom khi con mình hoc xong thì mình sợ conminh vào tiki sẽ bấm linh tinh lên minh mong muốn cothem bước nua la khi mua hang phải nhập mật khẩu để tránh trẻ em vao bấm linh tinh,mong_muốn của minh là tiki lên cai đặt một buoc nữa khi mua hang là phải nhập mật_khẩu vì do ảnh_hưởng của dịch lên mình để điện thoai nhà cho con học zom khi con mình hoc xong thì mình sợ conminh vào tiki sẽ bấm linh_tinh lên minh mong_muốn cothem bước nua_la khi mua hang phải nhập mật_khẩu để tránh trẻ_em vao bấm linh_tinh,vi
Tiki,Tôi rất thích tiki và tôi có thể mua đồ chơi và rất tiện lợi cho khách hàng,5,positive,tôi rất thích tiki và tôi có thể mua đồ chơi và rất tiện lợi cho khách hàng,tôi rất thích tiki và tôi có_thể mua đồ_chơi và rất tiện_lợi cho khách_hàng,vi
Shopee,"nghĩ mình là tiktok shop hả,vừa bấm vô cái nhảy qua video,live tream thấy khó chịu vl,bởi vậy doanh thu thua tiktok shop cũng vừa lâm",1,positive,nghĩ mình là tiktok cửa hàng hả vừa bấm vô cái nhảy qua video live tream thấy khó chịu vl bởi vậy doanh thu thua tiktok cửa hàng cũng vừa lâm,nghĩ mình là tiktok cửa_hàng hả vừa bấm vô cái nhảy qua video live tream thấy khó_chịu vl bởi_vậy doanh_thu thua tiktok cửa_hàng cũng vừa lâm,vi
Shopee,giao hàng tận nơi đúng chỗ,5,positive,giao hàng tận nơi đúng chỗ,giao hàng tận nơi đúng chỗ,vi
Tiki,"5 sao ủng hộ app VN 🇻🇳🇻🇳 Mong app tiếp tục phát triển, cải thiện để tốt hơn",5,positive,5 sao ủng hộ app vn mong app tiếp tục phát triển cải thiện để tốt hơn,5 sao ủng_hộ app vn mong app tiếp_tục phát_triển cải_thiện để tốt hơn,vi
Shopee,"Cái gì cần,MUA.Cái gì còn thiếu mà giá hợp lý,MUA.Sau khi sử dụng nếu sản phẩm tồi,Né.Nếu sản phẩm tốt,MUA lần 2,3..",3,positive,cái gì cần mua cái gì còn thiếu mà giá hợp lý mua sau khi sử dụng nếu sản phẩm tồi né nếu sản phẩm tốt mua lần 2 3,cái gì cần mua cái gì còn thiếu mà giá hợp_lý mua sau khi sử_dụng nếu sản_phẩm tồi_né nếu sản_phẩm tốt mua lần 2 3,vi
Lazada,ok gởi hàng nhanh,5,positive,ok gơ i ha ng nhanh,ok gơ i ha ng nhanh,vi
Shopee,vấn đề về tiền không thanh toán đc số tài khoản dư ở shoppe,5,positive,vấn đề về tiền không thanh toán được số tài khoản dư ở shoppe,vấn_đề về tiền không thanh_toán được số tài_khoản dư ở shoppe,vi
Tiki,Thích tiki,5,positive,thích tiki,thích tiki,vi
Shopee,cần shoppe cho nhiều quà hơn,5,positive,cần shoppe cho nhiều quà hơn,cần shoppe cho nhiều quà hơn,vi
Shopee,rất tiện cho việc mua sắm,5,positive,rất tiện cho việc mua sắm,rất tiện cho việc mua_sắm,vi
Shopee,rất nhiều tiệm ích,5,positive,rất nhiều tiệm ích,rất nhiều tiệm_ích,vi
Tiki,"Muốn ủng hộ mà không nổi, càng ngày càng thấy như quần què. Tiki coi thường trí tuệ người mua hay sao vậy? Tổng tiền thì tổng tiền thẳng ra, còn bày đặt ghi số tiền trước khi giảm giá và số tiền được giảm giá vào khâu thanh toán, rắc rối điên lên được. Chứng tỏ mình giảm giá được nhiều hay gì???",2,positive,muốn ủng hộ mà không nổi càng ngày càng thấy như quần què tiki coi thường trí tuệ người mua hay sao vậy tổng tiền thì tổng tiền thẳng ra còn bày đặt ghi số tiền trước khi giảm giá và số tiền được giảm giá vào khâu thanh toán rắc rối điên lên được chứng tỏ mình giảm giá được nhiều hay gì,muốn ủng_hộ mà không nổi càng_ngày_càng thấy như quần_què tiki coi_thường trí_tuệ người mua hay sao vậy tổng tiền thì tổng tiền thẳng ra còn bày đặt ghi số tiền trước khi giảm_giá và số tiền được giảm_giá vào khâu thanh_toán rắc_rối_điên lên được chứng_tỏ mình giảm_giá được nhiều hay gì,vi
Shopee,"đa dạng sản phẩm, nhiều ưu đãi, lướt shopee nhiều thì tốn thóc lắm",5,positive,đa dạng sản phẩm nhiều ưu đãi lướt shopee nhiều thì tốn thóc lắm,đa_dạng sản_phẩm nhiều ưu_đãi lướt shopee nhiều thì tốn thóc lắm,vi
Tiki,"Giao diện rất khó sử dụng load rất lâu, rất bất tiện, không dễ sử dụng như Shopee, hàng hóa thì cũng không chắc là hàng chính hãng, không có cả khiếu nại lên tổng đài tiki, ứng dụng này xóa đi cho nhẹ máy",1,positive,giao diện rất khó sử dụng load rất lâu rất bất tiện không dễ sử dụng như shopee hàng hóa thì cũng không chắc là hàng chính hãng không có cả khiếu nại lên tổng đài tiki ứng dụng này xóa đi cho nhẹ máy,giao_diện rất khó sử_dụng load rất lâu rất bất_tiện không dễ sử_dụng như shopee hàng hóa thì cũng không chắc là hàng chính hãng không có cả khiếu_nại lên tổng_đài tiki ứng_dụng này xóa đi cho nhẹ máy,vi
Tiki,Giao hàng nhanh. Chất lượng tốt. Tuy nhiên do tiki chọn lọc nên hàng còn khá ít nếu so với các trang TMĐT khác,5,positive,giao hàng nhanh chất lượng tốt tuy nhiên do tiki chọn lọc nên hàng còn khá ít nếu so với các trang tmđt khác,giao hàng nhanh chất_lượng tốt tuy_nhiên do tiki chọn_lọc nên hàng còn khá ít nếu so với các trang_tmđt khác,vi
Lazada,"App hữu ích nên dùng, hiện vay vào 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 được tới 9tr840 với người mới được miễn trong 9 tháng, phí chắc tầm 160k nên ai cần vào ngay, số lượng có han. Mà về app này, nhập về lalo",5,positive,app hữu ích nên dùng hiện vay vào 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 được tới 9tr840 với người mới được miễn trong 9 tháng phí chắc tầm 160k nên ai cần vào ngay số lượng có han mà về app này nhập về lalo,app hữu_ích nên dùng hiện vay vào 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 được tới 9 tr840 với người mới được miễn trong 9 tháng phí chắc tầm 160 k nên ai cần vào ngay số_lượng có han mà về app này nhập về lalo,vi
Lazada,mua đc nhiều sản phẩm giá hời.giusp các cháu bé nhà em k bị thiếu sữa uống . cảm ơn nhiều ạ,5,positive,mua được nhiều sản phẩm giá hời giusp các cháu bé nhà em không bị thiếu sữa uống cảm ơn nhiều ạ,mua được nhiều sản_phẩm giá hời giusp các cháu bé nhà em không bị thiếu sữa uống cảm_ơn nhiều ạ,vi
Lazada,"Tốt nhất đừng nên mua hàng ở sàn này. Shop thì ngâm đơn mấy ngày mới giao, tới vận chuyển cũng ngâm đơn tiếp.",1,positive,tốt nhất đừng nên mua hàng ở sàn này cửa hàng thì ngâm đơn mấy ngày mới giao tới vận chuyển cũng ngâm đơn tiếp,tốt nhất đừng nên mua hàng ở sàn này cửa_hàng thì ngâm đơn mấy ngày mới giao tới vận_chuyển cũng ngâm đơn tiếp,vi
Shopee,ship Bơ giao hàng nhanh. ok,5,positive,ship bơ giao hàng nhanh ok,ship bơ giao hàng nhanh ok,vi
Shopee,shoppe mãi đỉnh,5,positive,shoppe mãi đỉnh,shoppe mãi đỉnh,vi
Tiki,Ứng dụng này vận chuyển nhanh quá,5,positive,ứng dụng này vận chuyển nhanh quá,ứng_dụng này vận_chuyển nhanh quá,vi
Shopee,mún mua đồ rẻ thì cứ tải em này về là ngon luôn,5,positive,mún mua đồ rẻ thì cứ tải em này về là ngon luôn,mún mua đồ rẻ thì cứ tải em này về là ngon luôn,vi
Shopee,10/10 nha săn hàng cực rẻ👍,5,positive,10 10 nha săn hàng cực rẻ,10 10 nha săn hàng cực rẻ,vi
Shopee,khá ổn,4,positive,khá ổn,khá ổn,vi
Shopee,"đặc hàng lúc nào giao cx đúng đơn (không lỗi, không sao hàng,...) tui thấy shopee ok lắm nha❤️❤️❤️",5,positive,đặc hàng lúc nào giao cũng đúng đơn không lỗi không sao hàng tui thấy shopee ok lắm nha,đặc hàng lúc_nào giao cũng đúng đơn không lỗi không sao hàng tui thấy shopee_ok lắm nha,vi
Shopee,giao hàng tốt hàng đẹp nên cài đặt về để mua những đồ mà mình thích giống tận98% giá cả hợp lí,5,positive,giao hàng tốt hàng đẹp nên cài đặt về để mua những đồ mà mình thích giống tận98 giá cả hợp lí,giao hàng tốt hàng đẹp nên cài_đặt về để mua những đồ mà mình thích giống tận98 giá_cả hợp_lí,vi
Shopee,tốt mua hàng tiện lợi nhưng quảng cáo nhiều lên app nào cũng quảng cáo nên trừ 1sao,4,positive,tốt mua hàng tiện lợi nhưng quảng cáo nhiều lên app nào cũng quảng cáo nên trừ 1sao,tốt mua hàng tiện_lợi nhưng quảng_cáo nhiều lên app nào cũng quảng_cáo nên trừ 1 sao,vi
Tiki,Rất tốt đặt rất nhanh,5,positive,rất tốt đặt rất nhanh,rất tốt đặt rất nhanh,vi
Lazada,"Có nhiều sản phẩm, đa dạng, thiết yếu trong đời sống, sinh hoạt thường ngày, có giá cả hợp lý với mọi người, mọi giá đình cần mua sắm... rất OK và đánh giá cao về chất lượng của shop nhiều...",5,positive,có nhiều sản phẩm đa dạng thiết yếu trong đời sống sinh hoạt thường ngày có giá cả hợp lý với mọi người mọi giá đình cần mua sắm rất ok và đánh giá cao về chất lượng của cửa hàng nhiều,có nhiều sản_phẩm đa_dạng thiết_yếu trong đời_sống sinh_hoạt thường_ngày có giá_cả hợp_lý với mọi người mọi giá đình cần mua_sắm rất ok và đánh_giá cao về chất_lượng của cửa_hàng nhiều,vi
Tiki,App hai quá hay quá đặt hàng 2-3 Tiếng là giao rồi,5,positive,app hai quá hay quá đặt hàng 2 3 tiếng là giao rồi,app hai quá hay quá đặt_hàng 2 3 tiếng là giao rồi,vi
Shopee,đáp ứng tốt trải nghiệm mua sắm,5,positive,đáp ứng tốt trải nghiệm mua sắm,đáp_ứng tốt trải_nghiệm mua_sắm,vi
Lazada,rất hài lòng..verry good .😉😉,5,positive,rất hài lòng verry good,rất hài_lòng verry good,vi
Lazada,"Bị khoá tài khoản (CR01) dù chưa mua hàng, rất tuyệt :)",1,positive,bị khoá tài khoản cr01 dù chưa mua hàng rất tuyệt,bị khóa tài_khoản cr01 dù chưa mua hàng rất tuyệt,vi
Lazada,quang trọng ₫úng mẫu và ₫úng chất lượng là ok. thống nhất,5,positive,quang trọng úng mẫu và úng chất lượng là ok thống nhất,quang_trọng_úng mẫu và úng chất_lượng là ok thống_nhất,vi
Tiki,Giao hàng khá nhanh Shipper thân thiện Ứng dụng thông minh,5,positive,giao hàng khá nhanh shipper thân thiện ứng dụng thông minh,giao hàng khá nhanh shipper thân_thiện ứng_dụng thông_minh,vi
Shopee,để săn xu,5,positive,để săn xu,để săn xu,vi
Lazada,nhân viên nói chuyện nhẹ nhàng tốt bụng không cáu gắt không nói ngang 5 sao,5,positive,nhân viên nói chuyện nhẹ nhàng tốt bụng không cáu gắt không nói ngang 5 sao,nhân_viên nói_chuyện nhẹ_nhàng tốt_bụng không cáu_gắt không nói ngang 5 sao,vi
Tiki,thấy cũng hay mà ko biết đc bên lâu và tốt như quảng cáo ko,4,positive,thấy cũng hay mà không biết được bên lâu và tốt như quảng cáo không,thấy cũng hay mà không biết được bên lâu và tốt như quảng_cáo không,vi
Shopee,rất hay và tiện,5,positive,rất hay và tiện,rất hay và tiện,vi
Shopee,đơn tuy hoả tốc nhg giao hơi lâu còn lại thì rất OK,5,positive,đơn tuy hoả tốc nhg giao hơi lâu còn lại thì rất ok,đơn tuy hỏa_tốc nhg giao_hơi lâu còn lại thì rất ok,vi
Lazada,hàng đa dạng.,5,positive,hàng đa dạng,hàng đa_dạng,vi
Lazada,Thật tuyệt vời khi tôi có thể mua đồ trên đây,5,positive,thật tuyệt vời khi tôi có thể mua đồ trên đây,thật tuyệt_vời khi tôi có_thể mua đồ trên đây,vi
Tiki,Đặt hàng 22 ngày vẫn chưa thấy giao :) Gọi điện tổng đài cũng không biết hàng đang ở đâu luôn.,1,positive,đặt hàng 22 ngày vẫn chưa thấy giao gọi điện tổng đài cũng không biết hàng đang ở đâu luôn,đặt_hàng 22 ngày vẫn chưa thấy giao gọi điện tổng_đài cũng không biết hàng đang ở đâu luôn,vi
Lazada,"Hàng hóa ₫a dạng, cung cấp hàng nhanh,",4,positive,hàng hóa a dạng cung cấp hàng nhanh,hàng hóa a_dạng cung_cấp hàng nhanh,vi
Tiki,Rất hay giao hàng nhanh,5,positive,rất hay giao hàng nhanh,rất hay giao hàng nhanh,vi
Tiki,App như******** 🥰🥰,5,positive,app như,app như,vi
Shopee,nó rất vui nhưng tôi sẽ tải lại,4,positive,nó rất vui nhưng tôi sẽ tải lại,nó rất vui nhưng tôi sẽ tải lại,vi
Tiki,Tiki mua j cũng có đây các bạn ơi các bạn tải tiki về Đi hay lắm đó nha,5,positive,tiki mua j cũng có đây các bạn ơi các bạn tải tiki về đi hay lắm đó nha,tiki mua j cũng có đây các bạn ơi các bạn tải tiki về đi hay lắm đó nha,vi
Lazada,"giao hàng nhanh, mới tải nên đc tặng ba món tự chọn ko mất tiền=))",5,positive,giao hàng nhanh mới tải nên được tặng ba món tự chọn không mất tiền,giao hàng nhanh mới tải nên được tặng ba món tự chọn không mất tiền,vi
Tiki,Với tôi mua sắm online không ap nào tốt hơn Tiki,5,positive,với tôi mua sắm online không ap nào tốt hơn tiki,với tôi mua_sắm online không ap nào tốt hơn tiki,vi
Tiki,Vip 😎,5,positive,vip,vip,vi
Shopee,nhiều mặt hàng đa dạng dễ dàng lựa chọn,5,positive,nhiều mặt hàng đa dạng dễ dàng lựa chọn,nhiều mặt_hàng đa_dạng dễ_dàng lựa_chọn,vi
Lazada,vẫn thích mua bên Lazada,4,positive,vẫn thích mua bên lazada,vẫn thích mua bên lazada,vi
Shopee,mình đã từng mua rất nhiều sản phẩm..ok,5,positive,mình đã từng mua rất nhiều sản phẩm ok,mình đã từng mua rất nhiều sản_phẩm ok,vi
Shopee,app sử dụng tốt và tiện lợi .,5,positive,app sử dụng tốt và tiện lợi,app sử_dụng tốt và tiện_lợi,vi
